invoice_and_item_number,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons
S32133900038,2016-05-03,5239,Lefty's Convenience Store Inc.,4649 Hwy 13,Central City,52214,POINT (-91.532662 42.19892),,,1701100.0,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",163,Hennessy VS Flask,24,200,5.74,8.61,2,17.22,0.4,0.11
S32228500006,2016-05-10,5248,Liquor and Grocery Depot,"114, N  Center  St",Marshalltown,50158,POINT (-92.912975 42.051619),,,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84171,99 Bananas,48,100,0.89,1.34,48,64.32,4.8,1.27
S20110700009,2014-07-15,3621,"Jensen Liquors, Ltd.",615  2ND AVE,SHELDON,51201,POINT (-95.854899 43.184242),71,O'Brien,1701100.0,DECANTERS & SPECIALTY PACKAGES,370,Pernod Ricard USA/Austin Nichols,734,Absolut w/50ml Citron & Mandrin,12,850,11.49,17.24,12,206.88,10.2,2.69
INV-18420100058,2019-03-28,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1092100.0,Imported Distilled Spirit Specialty,434,LUXCO INC,75087,Juarez Gold Dss,12,1000,5.0,7.5,84,630.0,84.0,22.19
S22564900007,2014-11-22,4172,Shamrock Spirits,1204 WATER ST PO BOX 177,ALDEN,50006,POINT (-93.376271 42.520423),42,Hardin,1701100.0,DECANTERS & SPECIALTY PACKAGES,35,"Bacardi U.S.A., Inc.",4020,Grey Goose w/2 Glasses & Shaker,3,1750,32.75,49.13,3,147.39,5.25,1.39
S21551100009,2014-10-01,2599,Hy-Vee Wine and Spirits / Coralville,1914 8TH STREET,CORALVILLE,52241,POINT (-91.590715 41.682013),52,Johnson,1701100.0,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,456,Knob Creek w/2-50mls,6,850,20.47,30.71,6,184.26,5.1,1.35
INV-43066300009,2021-12-20,4677,Costco Wholesale #1111 / Coralville,2900 Heartland Dr,Coralville,52241.0,POINT (-91.61624300000001 41.697174),52,JOHNSON,1011600,Straight Rye Whiskies,255,Infinium Spirits,27102,Templeton Rye 4YR,6,750,18.09,27.14,60,1628.4,45.0,11.88
S16346300001,2013-12-18,4202,Fareway Stores #829 / Sioux City,4267 SERGEANT RD,SIOUX CITY,51106,POINT (-96.354307 42.449933),97,Woodbury,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,30,814.2,22.5,5.94
INV-14094900003,2018-08-28,5402,City Liquor,425 S Gilbert Street,Iowa City,52240,POINT (-91.530225 41.656031),52,JOHNSON,1901200.0,Special Order Items,259.0,Heaven Hill Brands,904759,Burnetts Strawberry,12,750,4.48,6.72,84,564.48,63.0,16.64
INV-25689300058,2020-03-06,4260,Fareway Stores #699 / Osceola,215 S Main St,Osceola,50213.0,POINT (-93.765695 41.032474),20,CLARKE,1081500.0,Triple Sec,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,4,14.0,4.0,1.05
INV-34042600102,2021-02-04,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105.0,POINT (-96.364108 42.487752),97,WOODBURY,1062100,Gold Rum,35.0,BACARDI USA INC,43037,Bacardi Gold,12,1000,9.5,14.25,6,85.5,6.0,1.58
INV-39609400014,2021-08-27,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1091300.0,Neutral Grain Spirits Flavored,346,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,3,39.39,0.15,0.03
S23999700101,2015-02-11,2512,Hy-Vee Wine and Spirits / Iowa City,1720 WATERFRONT DR,IOWA CITY,52240,POINT (-91.53046300000001 41.642764),52,Johnson,1701100.0,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,36218,Pinnacle King Cake,12,750,6.88,10.82,60,649.2,45.0,11.89
S03642200087,2012-01-18,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1081400.0,TRIPLE SEC,421,"Sazerac Co., Inc.",86637,Tortilla Triple Sec,12,1000,3.0,4.5,5,22.5,5.0,1.32
S19747600232,2014-06-25,2623,Hy-Vee Food Store #4 / Sioux City,2827 HAMILTON BLVD,SIOUX CITY,51104,POINT (-96.417783 42.519886),97,Woodbury,1042100.0,IMPORTED DRY GINS,35,"Bacardi U.S.A., Inc.",28233,Bombay Sapphire Gin,12,1000,17.61,26.41,4,105.64,4.0,1.06
S12027600042,2013-05-07,3354,Sam's Club 8238 / Davenport,3845 ELMORE AVE.,DAVENPORT,52807,POINT (-90.527081 41.559731),82,Scott,1081400.0,TRIPLE SEC,434,Luxco-St Louis,86251,Juarez Triple Sec,12,1000,2.21,3.31,48,158.88,48.0,12.68
INV-33389400023,2021-01-12,5774,Casey's General Store #3854  / Manchester,1305 W Commercial St,Manchester,52057.0,,28,DELAWARE,1082100.0,Imported Cordials & Liqueur,192,"Mast-Jagermeister US, Inc",65259,Jagermeister Liqueur Mini Meisters,12,20,4.93,7.4,12,88.8,0.24,0.06
INV-44182900033,2022-01-27,3713,Wal-Mart 0810 / Mason City,4151  4th St SW,Mason City,50401.0,POINT (-93.262654 43.148237),17,CERRO GORD,1082100.0,Imported Cordials & Liqueur,192,"Mast-Jagermeister US, Inc",65259,Jagermeister Liqueur Mini Meisters,12,20,4.93,7.4,12,88.8,0.24,0.06
S31664800020,2016-04-06,4251,Aj's Liquor / Ames,4518 MORTENSON RD STE 109,AMES,50014,,85,Story,1701100.0,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",163,Hennessy VS Flask,24,200,5.74,8.61,24,206.64,4.8,1.27
INV-14923100017,2018-10-09,3565,Hartig Drug Store #10 / Iowa City,701 Mormon Trek Blvd,Iowa City,52246,POINT (-91.574025 41.651984),52,JOHNSON,1091100.0,American Distilled Spirit Specialty,513,"Caribbean Distillers, LLC",28066,Mad Hen Fiery Cinnamon,12,375,3.18,4.77,3,14.31,1.12,0.29
S24367700019,2015-03-04,2670,Hy-Vee Food Store / Coralville,2004 8TH  ST,CORALVILLE,52241,POINT (-91.591868 41.682337000000004),52,Johnson,1701100.0,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",658,Grand Marnier w/50ml Raspberry Peach,6,800,23.31,34.97,12,419.64,9.6,2.54
S14090300025,2013-08-28,3944,Sam's Club 4973 / Dubuque,4400 ASBURY RD,DUBUQUE,52002,POINT (-90.737821 42.515289),31,Dubuque,1081700.0,DISTILLED SPIRITS SPECIALTY,421,"Sazerac Co., Inc.",77487,Tortilla Gold Dss,12,1000,4.51,6.76,120,811.2,120.0,31.7
INV-42887200077,2021-12-14,2650,Hy-Vee Wine and Spirits / Harlan,1808 23rd St,Harlan,51537.0,POINT (-95.339881 41.650658),83,SHELBY,1081100,Coffee Liqueurs,370,PERNOD RICARD USA,67522,Kahlua Coffee Mini,12,50,6.6,9.9,4,39.6,0.2,0.05
S11598000017,2013-04-11,3973,Mmdg Spirits / Ames,126A WELCH AVE,AMES,50014,POINT (-93.650131 42.021789),85,Story,1081305.0,APPLE SCHNAPPS,65,Jim Beam Brands,82607,Dekuyper Sour Apple,12,1000,7.62,11.43,10,114.3,10.0,2.64
S15999900003,2013-12-02,4098,Wal-Mart 1475 / Washington,2485 HWY 92,WASHINGTON,52353,POINT (-91.660194 41.296202),92,Washington,1701100.0,DECANTERS & SPECIALTY PACKAGES,65,Jim Beam Brands,855,Canadian Club 1858 w/2 Glasses,6,750,7.88,11.82,18,212.76,13.5,3.57
INV-06823400002,2017-08-22,2505,Hy-Vee Wine and Spirits / Boone,1111  8TH ST,Boone,50036,POINT (-93.876159 42.06479800000001),8,BOONE,1901200.0,Special Order Items,421,SAZERAC COMPANY  INC,980023,HA Buffalo Trace Bourbon Cream,12,750,10.4,15.6,7,109.2,5.25,1.39
INV-13683500004,2018-08-07,3896,Smokin' Joe's #18 Tobacco and Liquor Outlet,1901 Broadway St,Iowa City,52240,POINT (-91.520308 41.641383),52,JOHNSON,1062100.0,Gold Rum,434.0,LUXCO INC,45247,Paramount Gold Rum,12,1000,4.42,6.63,4,26.52,4.0,1.05
INV-13195900055,2018-07-12,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311,POINT (-93.718027 41.599172),77,Polk,1092100.0,Imported Distilled Spirit Specialty,421.0,SAZERAC COMPANY  INC,77487,Tortilla Gold Dss,12,1000,4.51,6.77,768,5199.36,768.0,202.88
INV-23751500028,2019-12-09,2512,Hy-Vee Wine and Spirits / Iowa City,1720 Waterfront Dr,Iowa City,52240.0,POINT (-91.53046300000001 41.642764),52,JOHNSON,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,60,217.8,60.0,15.85
S30392500047,2016-01-26,2518,Hy-Vee Wine and Spirits / Red Oak,1607 NORTH BROADWAY,RED OAK,51566,POINT (-95.83539 41.279189),69,Montgomery,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84143,99 Cinnamon Mini,10,600,5.94,8.91,2,17.82,1.2,0.32
S31992900134,2016-04-26,2619,Hy-Vee Wine and Spirits / WDM,1725  74TH ST,WEST DES MOINES,50266,POINT (-93.808855 41.598515),77,Polk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,60,1628.4,45.0,11.89
INV-15058100069,2018-10-15,2613,Hy-Vee Food Store #1 / Council Bluffs,2323 W Broadway,Council Bluffs,51501,POINT (-95.879662 41.261925),78,POTTAWATTA,1012300.0,Single Malt Scotch,370,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,2,85.44,2.0,0.52
S26141400001,2015-06-10,4057,Tequila's Liquor Store,1434 DES MOINES ST STE 5,DES MOINES,50316,POINT (-93.59704 41.594713),77,Polk,1701100.0,DECANTERS & SPECIALTY PACKAGES,420,"Moet Hennessy USA, Inc.",2666,Hennessy VS Flask Sleeve,24,200,5.64,8.46,48,406.08,9.6,2.54
INV-18212400124,2019-03-19,2513,Hy-Vee Food Store #2 / Iowa City,812  S 1st Ave,Iowa City,52240,,52,JOHNSON,1062100.0,Gold Rum,434,LUXCO INC,45248,Paramount Gold Rum,6,1750,7.84,11.76,3,35.28,5.25,1.38
S07630800079,2012-09-10,3932,Main Street Spirits / Mapleton,311 MAIN ST,MAPLETON,51034,POINT (-95.79375 42.165915),67,Monona,1081010.0,AMERICAN AMARETTO,434,Luxco-St Louis,76487,Paramount Amaretto,12,1000,4.04,6.06,4,24.24,4.0,1.06
S17760600005,2014-03-06,3773,Benz Distributing,501 7TH AVE SE,CEDAR RAPIDS,52401,POINT (-91.659875 41.97574),57,Linn,1081700.0,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.76,7.14,48,342.72,48.0,12.68
S13581200002,2013-07-29,3814,Costco Wholesale #788,7205 MILLS CIVIC PKWY,WEST DES MOINES,50266,POINT (-93.806489 41.561342),25,Dallas,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,14.49,21.74,72,1565.28,54.0,14.27
INV-14009900134,2018-08-23,4988,Happy's Wine & Spirits,5925 University Ave,Cedar Falls,50613,POINT (-92.429331 42.512766),7,BLACK HAWK,1012300.0,Single Malt Scotch,370.0,PERNOD RICARD USA,5037,Glenlivet 12YR,12,1000,28.48,42.72,2,85.44,2.0,0.52
INV-34012500154,2021-02-03,2565,Hy-Vee Food Store #1636 / Spencer,819 N Grand Ave,Spencer,51301.0,POINT (-95.14506 43.145897),21,CLAY,1081500,Triple Sec,421.0,SAZERAC COMPANY  INC,86637,Tortilla Triple Sec,12,1000,3.01,4.52,2,9.04,2.0,0.52
INV-34337700070,2021-02-16,5645,Phillips 66 / Grinnell,1031 West St,Grinnell,50112.0,POINT (-92.727379 41.745903),79,POWESHIEK,1091300,Neutral Grain Spirits Flavored,346.0,OLE SMOKY DISTILLERY LLC,86739,Ole Smoky Apple Pie Moonshine 70prf Mini,8,50,8.75,13.13,24,315.12,1.2,0.31
S22511400022,2014-11-20,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.09,27.14,30,814.2,22.5,5.94
S30771400006,2016-02-16,2413,Beecher Beverage,1691 ASBURY ROAD,DUBUQUE,52001,POINT (-90.696886 42.500775000000004),31,Dubuque,1081370.0,WATERMELON SCHNAPPS,65.0,Jim Beam Brands,82867,Dekuyper Watermelon Pucker,12,1000,7.87,11.81,4,47.24,4.0,1.06
S30747900017,2016-02-17,5065,Circle S Gordon Drive,"2520, GORDON DR",SIOUX CITY,51106,POINT (-96.376341 42.489845),97,Woodbury,1052100.0,,420.0,"Moet Hennessy USA, Inc.",48105,Hennessy VS,12,375,9.99,14.99,5,74.95,1.88,0.5
S11138600017,2013-03-19,4437,Kum & Go #215  Ames,4506 LINCOLN WAY,AMES,50010,,85,Story,1081030.0,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67524,Kahlua Coffee Liqueur,24,375,6.49,9.74,5,48.7,1.88,0.5
INV-33403800030,2021-01-12,4256,Fareway Stores #912 / Sioux Center,115  1st Ave NW,Sioux Center,51250.0,POINT (-96.176959 43.078003),84,SIOUX,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67578,Kahlua Salted Caramel,12,750,12.99,19.49,8,155.92,6.0,1.58
S30088700032,2016-01-07,2515,Hy-Vee Food Store #1 / Mason City,2400 4TH ST SW,MASON CITY,50401,POINT (-93.235588 43.148451),17,Cerro Gordo,1051100.0,APRICOT BRANDIES,434,Luxco-St Louis,54447,Paramount Apricot Flavored Brandy,12,1000,6.53,9.8,4,39.2,4.0,1.06
S13901400058,2013-08-14,2290,Al's Liquors Unlimited,215 WEST MILWAUKEE,STORM LAKE,50588,POINT (-95.202405 42.647492),11,Buena Vista,1051110.0,BLACKBERRY BRANDIES,55,Sazerac North America,55068,Mr. Boston Blackberry Brandy,6,1750,10.0,14.99,3,44.97,5.25,1.39
S28267900014,2015-10-05,4495,Casey's General Store #3055 / Grundy,"504, G AVE",GRUNDY CENTER,50638,POINT (-92.770411 42.361494),38,Grundy,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.47,11.21,3,33.63,5.25,1.39
S31573900007,2016-04-04,5243,New Star / Lafayette / Waterloo,"1309, LAFAYETTE ST",WATERLOO,50703,POINT (-92.3272 42.494092),,,1051150.0,MISCELLANEOUS  BRANDIES,259,Heaven Hill Brands,72730,Christian Bros Apple Mini,12,600,4.9,7.35,12,88.2,7.2,1.9
S11480000024,2013-04-04,3692,Wilkie Liquors,724  1ST ST E,MT VERNON,52314,POINT (-91.960918 41.994458),57,Linn,1081700.0,DISTILLED SPIRITS SPECIALTY,434,Luxco-St Louis,75087,Juarez Gold Dss,12,1000,4.75,7.13,144,1026.72,144.0,38.04
INV-42717500017,2021-12-08,6160,Bucky's Express #27 / Council Bluffs,2711 S 24th St,Council Bluffs,51501.0,POINT (-95.879146 41.234683),78,POTTAWATTA,1700000,Temporary &  Specialty Packages,421,SAZERAC COMPANY  INC,100847,Fireball Cinnamon Whiskey Candy Canes,1,50,51.6,77.4,3,232.2,0.15,0.03
S11833200017,2013-04-24,4097,Schleswig Foods And Spirits,108  2ND ST,SCHLESWIG,51461,POINT (-95.436648 42.165983),24,Crawford,1081030.0,COFFEE LIQUEURS,370,Pernod Ricard USA/Austin Nichols,67527,Kahlua Coffee Liqueur,12,1000,15.25,22.87,4,91.48,4.0,1.06
S07021100033,2012-08-08,2503,Hy-Vee Drugstore / Ankeny,849 SOUTH ANKENY BLVD.,ANKENY,50021,,77,Polk,1051110.0,BLACKBERRY BRANDIES,434,Luxco-St Louis,55084,Paramount Blackberry Brandy,24,375,3.54,5.31,5,26.55,1.88,0.5
S06108300027,2012-06-18,4007,Brockmans,109 E MAIN ST,OSSIAN,52161,POINT (-91.7643 43.145526000000004),96,Winneshiek,1081335.0,RASPBERRY SCHNAPPS,434,Luxco-St Louis,82147,Arrow Raspberry Schnapps,12,1000,4.75,7.13,4,28.52,4.0,1.06
S09185700030,2012-11-28,4166,Jesup Food Center,1314  7TH ST,JESUP,50648,POINT (-92.062259 42.469327),10,Buchanan,1081317.0,GRAPE SCHNAPPS,65,Jim Beam Brands,82637,Dekuyper Grape Pucker,12,1000,7.35,11.02,4,44.08,4.0,1.06
S14234400127,2013-08-29,4829,Central City 2,1501 MICHIGAN AVE,DES MOINES,50314,POINT (-93.613739 41.60572),77,Polk,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.62,11.43,72,822.96,72.0,19.02
S06567200036,2012-07-16,3876,Affiliated Foods Of Manson,1101 MAIN ST PO BOX 535,MANSON,50563,POINT (-94.534319 42.530636),13,Calhoun,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.46,11.19,3,33.57,5.25,1.39
INV-27444200016,2020-05-22,4417,KUM & GO #76 / ADAIR,109 S 5th St,Adair,50002.0,POINT (-93.611475 42.01740300000001),1,ADAIR,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,26858,Templeton 4YR Rye,12,375,9.99,14.99,3,44.97,1.12,0.29
INV-28872000078,2020-07-21,3494,Sam's Club 6514 / Waterloo,210 East Tower Park Dr,Waterloo,50702.0,POINT (-92.353103 42.456374),7,BLACK HAWK,1081500.0,Triple Sec,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,48,168.0,48.0,12.68
S21507400006,2014-10-01,3757,Wal-Mart 3590 / Sioux City,3101 FLOYD BLVD,SIOUX CITY,51108,POINT (-96.37287 42.530454),97,Woodbury,,,259,Heaven Hill Brands,59100,Evan Williams Egg Nog,12,750,4.46,6.69,36,240.84,27.0,7.13
S30595000005,2016-02-09,4637,Kwik Shop #560 / Cedar Rapids,3301 J ST,CEDAR RAPIDS,52404,POINT (-91.666812 41.944676),57,Linn,1031100.0,100 PROOF VODKA,297,Laird And Company,35913,Five O'clock Vodka,48,200,1.13,1.7,48,81.6,9.6,2.54
S19303500012,2014-06-03,4173,L and K Liquor,132 NORTH MAIN ST PO BOX 306,PAULLINA,51046,POINT (-95.687686 42.979946),71,O'Brien,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82849,Dekuyper Peachtree Schnapps Pet,6,1750,11.54,17.31,3,51.93,5.25,1.39
S31898500114,2016-04-20,2545,Hy-Vee Drugstore / Iowa City,310 N 1ST ST,IOWA CITY,52245,POINT (-91.528105 42.207428),52,Johnson,1081400.0,TRIPLE SEC,65,Jim Beam Brands,86112,Dekuyper Triple Sec,12,1000,2.33,3.5,4,14.0,4.0,1.06
S31938300006,2016-04-27,5028,Midtown Liquor,"1100, E 5TH ST",STORM LAKE,50588,POINT (-95.186938 42.644563),11,Buena Vista,1032100.0,,115,"Constellation Wine Company, Inc.",36433,Svedka Cucumber Lime Mini,10,600,8.56,12.84,4,51.36,2.4,0.63
INV-14831100028,2018-10-04,2190,"Central City Liquor, Inc.",1460 2ND AVE,Des Moines,50314,POINT (-93.619787 41.60566),77,POLK,1091100.0,American Distilled Spirit Specialty,418,GUNSANDMORE INFO LLC,86764,Sipp'n Sweet Corn,12,375,10.5,15.75,1,15.75,0.37,0.09
S22977700041,2014-12-16,2553,Hy-Vee Food Store / Creston,600 SHELDON,CRESTON,50801,POINT (-94.372552 41.051462),88,Union,1042100.0,IMPORTED DRY GINS,260,Diageo Americas,28867,Tanqueray Gin,12,1000,15.25,22.88,4,91.52,4.0,1.06
INV-03720700001,2017-03-10,2460,"Liquor Barn, Inc.",721 Central Avenue West,Hampton,50441.0,POINT (-93.21693 42.741728),35,FRANKLIN,1901200.0,Special Order Items,260,DIAGEO AMERICAS,901610,Buchanan Deluxe 12yr,6,1750,39.99,59.99,30,1799.7,52.5,13.87
INV-33991700053,2021-02-03,3420,Sam's Club 6344 / Windsor Heights,1101  73rd St,Windsor Heights,50311.0,POINT (-93.718027 41.599172),77,Polk,1011600,Straight Rye Whiskies,255.0,Infinium Spirits,27125,Templeton Rye 6YR,6,750,22.75,34.13,18,614.34,13.5,3.56
INV-39549000034,2021-08-25,2558,Hy-Vee Food Store / Mount Pleasant,1700 E Washington,Mount Pleasant,52641.0,POINT (-91.52888 40.962331000000006),44,HENRY,1011600.0,Straight Rye Whiskies,255,Infinium Spirits,26858,Templeton Rye 4YR,12,375,9.99,14.99,1,14.99,0.37,0.09
S30895200141,2016-02-23,2544,Hy-Vee Food Store / Marshalltown,802 SOUTH CENTER,MARSHALLTOWN,50158,POINT (-92.912817 42.039205),64,Marshall,1081380.0,MISCELLANEOUS SCHNAPPS,55.0,Sazerac North America,81124,99 Peppermint Mini,10,600,5.94,8.91,2,17.82,1.2,0.32
INV-27197800083,2020-05-12,2621,Hy-Vee Food Store #3 / Sioux City,3301 Gordon Dr,Sioux City,51105.0,POINT (-96.364108 42.487752),97,WOODBURY,1041300.0,American Sloe Gins,434,LUXCO INC,33717,Paramount Sloe Gin,12,1000,5.42,8.13,2,16.26,2.0,0.52
S17281600084,2014-02-10,2506,Hy-Vee #1044 / Burlington,3140 AGENCY,BURLINGTON,52601,POINT (-91.136655 40.814666),29,Des Moines,1012300.0,IRISH WHISKIES,370,Pernod Ricard USA/Austin Nichols,15626,Jameson,12,750,13.74,20.99,36,755.64,27.0,7.13
INV-33252600011,2021-01-06,3477,Sam's Club 6472 / Council Bluffs,3221 Manawa Centre Dr,Council Bluffs,51501.0,POINT (-95.847163 41.225208),78,POTTAWATTA,1081100.0,Coffee Liqueurs,370,PERNOD RICARD USA,67527,Kahlua Coffee,12,1000,15.99,23.99,48,1151.52,48.0,12.68
INV-33495100040,2021-01-15,2560,Hy-Vee Food Store / Marion,3600 Business Hwy 151 East,Marion,52302.0,,57,LINN,1081500.0,Triple Sec,434,LUXCO INC,86251,Juarez Triple Sec,12,1000,2.42,3.63,6,21.78,6.0,1.58
INV-23207700143,2019-11-13,2590,Hy-Vee Food Store #5 / Cedar Rapids,3235 Oakland Road NE,Cedar Rapids,52402,POINT (-91.658105 42.010971),57,LINN,,,125.0,CEDAR RIDGE VINEYARDS LL,27849,Cedar Ridge Reserve Bourbon,6,750,25.47,38.21,18,687.78,13.5,3.56
INV-23314000029,2019-11-19,5559,W-Mart,1205 & 1207 E Locust St,Davenport,52803,POINT (-90.55792100000001 41.5383),82,SCOTT,,,55.0,SAZERAC NORTH AMERICA,84197,99 Pineapple Mini,10,600,6.0,9.0,10,90.0,6.0,1.58
S30317300041,2016-01-21,2190,"Central City Liquor, Inc.",1460 2ND AVE,DES MOINES,50314,POINT (-93.619787 41.60566),77,Polk,1051140.0,PEACH BRANDIES,115,"Constellation Wine Company, Inc.",56194,Paul Masson Peach Grande Amber Brandy Mini,10,600,7.12,10.68,2,21.36,1.2,0.32
S19724500087,2014-06-24,2228,Rodgers Spirits and More,53 GREEN ST,WINTERSET,50273,POINT (-94.013374 41.336405),61,Madison,1701100.0,DECANTERS & SPECIALTY PACKAGES,260,Diageo Americas,4129,Smirnoff w/Smirnoff Raspberry 200ml Tray Pack,6,1950,14.75,22.13,1,22.13,1.95,0.52
S14176900001,2013-10-11,4729,No Frills Supermarkets #790 / Deniso,501 HIGHWAY 39 NORTH,DENISON,51442,POINT (-95.368652 42.02183),24,Crawford,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.46,11.19,60,671.4,105.0,27.74
S31741700076,2016-04-13,2614,Hy-Vee #3 Food and Drugstore,1823 E KIMBERLY RD,DAVENPORT,52807,POINT (-90.548919 41.55678100000001),82,Scott,1081380.0,MISCELLANEOUS SCHNAPPS,55,Sazerac North America,84172,99 Bananas Mini,10,600,5.94,8.91,2,17.82,1.2,0.32
S07571900017,2012-09-06,3882,Kwik Shop #579 / Davenport,2805 TELEGRAPH RD,DAVENPORT,52802,,82,Scott,1031100.0,100 PROOF VODKA,300,Mccormick Distilling Company,36908,Mccormick Vodka Pet,6,1750,7.46,11.19,3,33.57,5.25,1.39
INV-42713000016,2021-12-08,2625,Hy-Vee Wine & Spirits #2 / Davenport,3301 W Kimberly Rd,Davenport,52804.0,,82,SCOTT,1092100,Imported Distilled Spirit Specialty,421,SAZERAC COMPANY  INC,77487,Tortilla Gold DSS,12,1000,4.85,7.28,156,1135.68,156.0,41.21
S06725000085,2012-07-23,2633,Hy-Vee #3 / BDI / Des Moines,3221 SE 14TH ST,DES MOINES,50320,POINT (-93.596754 41.554101),77,Polk,1022200.0,,85,Brown-Forman Corporation,3657,Herradura Gold Reposado 6pak,6,750,22.59,33.89,18,610.02,13.5,3.57
S08041000005,2012-10-01,3528,Super Target T-0804 Mason City,3450  4TH ST SW,MASON CITY,50401,POINT (-93.250371 43.148393),17,Cerro Gordo,1011500.0,STRAIGHT RYE WHISKIES,255,Wilson Daniels Ltd.,27102,Templeton Rye,6,750,18.08,27.13,30,813.9,22.5,5.94
INV-33770000003,2021-01-26,3814,Costco Wholesale #788 / WDM,7205 Mills Civic Pkwy,West Des Moines,50266.0,POINT (-93.806489 41.561342),25,Dallas,1011600,Straight Rye Whiskies,214.0,GoAmericaGo Beverages LLC / WhistlePig,15320,WhistlePig Straight Rye Whiskey 15YR,3,750,125.0,187.5,9,1687.5,6.75,1.78
INV-33835200036,2021-01-27,2233,Forbes Liquor Locker / remi,2508 Enterprise Ave,Spirit Lake,51360.0,POINT (-95.126786 43.416433),30,DICKINSON,1012300,Single Malt Scotch,205.0,E & J Gallo Winery,5360,John Barr Reserve,6,1750,21.93,32.9,3,98.7,5.25,1.38
INV-23631300021,2019-12-03,5592,Hubers Store,101 Main St,Fort Atkinson,52144.0,POINT (-91.932448 43.14339),96,WINNESHIEK,1081100.0,Coffee Liqueurs,65,Jim Beam Brands,67557,Kamora Coffee Liqueur,12,1000,8.39,12.59,2,25.18,2.0,0.52
S30570900017,2016-02-04,4948,Wheatland Day Break,102 W HWY 30,WHEATLAND,52777,POINT (-90.841518 41.82906),23,Clinton,1051100.0,APRICOT BRANDIES,434,Luxco-St Louis,54056,Arrow Apricot Flav Brandy,12,750,5.38,8.07,9,72.63,6.75,1.78
S30630800001,2016-02-09,4228,Fareway Stores #462 / Vinton,501 A AVE,VINTON,52349,POINT (-92.025603 42.166166),6,Benton,1012300.0,IRISH WHISKIES,65,Jim Beam Brands,15739,2 Gingers,12,750,12.07,18.11,60,1086.6,45.0,11.89
S21004500003,2014-09-04,3997,Wal-Mart 4606 / Osceola,2400 COLLEGE DR,OSCEOLA,50213,POINT (-93.800214 41.024891000000004),20,Clarke,1062050.0,BARBADOS RUM,305,MHW Ltd,42244,Blue Chair Bay Coconut Spiced,12,750,9.42,14.13,36,508.68,27.0,7.13
S31995400036,2016-04-26,4291,Fareway Stores #597 / Creston,105 E ADAMS ST,CRESTON,50801,POINT (-94.237509 40.715722),88,Union,1081330.0,PEACH SCHNAPPS,65,Jim Beam Brands,82847,Dekuyper Peachtree,12,1000,7.87,11.81,4,47.24,4.0,1.06
